date,code,open,high,low,close,volume,money,open_interest
2023-07-18 11:30:00,IM2307.CCFX,6492.4,6505.4,6482.2,6501.8,5383.0,6992258800.0,38024.0
2023-07-18 14:00:00,IM2307.CCFX,6502.6,6538.2,6498.0,6522.6,6928.0,9038190040.0,38194.0
2023-07-18 15:00:00,IM2307.CCFX,6523.2,6531.8,6508.2,6515.0,6707.0,8741889520.0,38688.0
2023-07-19 10:30:00,IM2307.CCFX,6510.2,6532.6,6491.2,6502.0,9864.0,12846868280.0,32539.0
2023-07-19 11:30:00,IM2307.CCFX,6500.8,6506.8,6482.0,6484.4,5651.0,7337228640.0,30377.0
2023-07-19 14:00:00,IM2307.CCFX,6483.0,6494.4,6464.0,6490.0,6319.0,8189261640.0,29733.0
2023-07-19 15:00:00,IM2307.CCFX,6489.0,6502.2,6475.8,6501.0,6072.0,7882751080.0,29637.0
2023-07-20 10:30:00,IM2307.CCFX,6539.4,6539.4,6480.4,6506.0,10803.0,14049573040.0,23153.0
2023-07-20 11:30:00,IM2307.CCFX,6505.0,6515.8,6471.0,6473.2,5381.0,6985245120.0,21581.0
2023-07-20 14:00:00,IM2307.CCFX,6472.4,6496.0,6461.2,6466.0,5433.0,7040119480.0,21369.0
2023-07-20 15:00:00,IM2307.CCFX,6465.8,6468.0,6409.0,6416.2,6619.0,8517049120.0,21118.0
2023-07-21 10:30:00,IM2307.CCFX,6413.8,6452.6,6398.8,6442.6,8447.0,10856132320.0,13476.0
2023-07-21 11:30:00,IM2307.CCFX,6442.6,6452.6,6404.0,6412.8,4591.0,5903390600.0,10291.0
2023-07-21 14:00:00,IM2307.CCFX,6414.2,6414.2,6381.8,6393.4,2279.0,2914779800.0,9072.0
2023-07-21 15:00:00,IM2307.CCFX,6393.4,6404.6,6392.8,6396.6,1971.0,2522012280.0,8180.0
2023-07-24 10:30:00,IM2308.CCFX,6394.0,6445.4,6377.8,6438.6,11194.0,14354499240.0,52361.0
2023-07-24 11:30:00,IM2308.CCFX,6438.6,6439.2,6408.0,6416.6,5046.0,6484851680.0,52379.0
2023-07-24 14:00:00,IM2308.CCFX,6415.8,6424.8,6397.6,6402.0,3364.0,4313531560.0,52862.0
2023-07-24 15:00:00,IM2308.CCFX,6401.0,6406.4,6390.0,6393.6,5057.0,6470186400.0,54618.0
2023-07-25 10:30:00,IM2308.CCFX,6477.0,6505.0,6455.0,6472.8,18049.0,23389654680.0,53053.0
2023-07-25 11:30:00,IM2308.CCFX,6472.8,6506.6,6472.0,6498.8,5704.0,7405271440.0,54130.0
2023-07-25 14:00:00,IM2308.CCFX,6499.4,6513.0,6492.4,6500.6,4253.0,5530393520.0,55427.0
2023-07-25 15:00:00,IM2308.CCFX,6500.4,6505.8,6491.2,6497.6,5591.0,7264467800.0,56956.0
2023-07-26 10:30:00,IM2308.CCFX,6494.8,6495.8,6464.2,6477.6,8975.0,11633345440.0,52925.0
2023-07-26 11:30:00,IM2308.CCFX,6477.8,6487.8,6468.8,6472.8,4091.0,5298214040.0,52406.0
2023-07-26 14:00:00,IM2308.CCFX,6472.8,6473.4,6446.8,6455.8,4986.0,6439609840.0,52824.0
2023-07-26 15:00:00,IM2308.CCFX,6454.8,6468.8,6451.6,6468.4,5831.0,7534154480.0,54432.0
2023-07-27 10:30:00,IM2308.CCFX,6470.2,6489.0,6463.0,6463.8,8261.0,10701661480.0,51741.0
2023-07-27 11:30:00,IM2308.CCFX,6464.6,6465.4,6441.6,6451.8,5890.0,7601272720.0,52047.0
2023-07-27 14:00:00,IM2308.CCFX,6452.8,6453.8,6424.8,6429.0,4843.0,6234282920.0,53511.0
2023-07-27 15:00:00,IM2308.CCFX,6427.8,6431.8,6403.6,6421.0,6948.0,8915881040.0,56731.0
2023-07-28 10:30:00,IM2308.CCFX,6397.6,6415.0,6380.0,6407.2,10141.0,12972272720.0,53609.0
2023-07-28 11:30:00,IM2308.CCFX,6407.4,6481.4,6395.8,6481.2,12252.0,15768037960.0,54535.0
2023-07-28 14:00:00,IM2308.CCFX,6481.6,6491.2,6465.6,6478.4,7548.0,9782718560.0,56993.0
2023-07-28 15:00:00,IM2308.CCFX,6478.4,6487.4,6465.0,6473.6,6440.0,8341027680.0,59569.0
2023-07-31 10:30:00,IM2308.CCFX,6495.0,6576.0,6486.6,6559.2,17828.0,23309570440.0,55090.0
2023-07-31 11:30:00,IM2308.CCFX,6558.4,6564.6,6536.2,6548.8,6291.0,8238411680.0,55512.0
2023-07-31 14:00:00,IM2308.CCFX,6547.8,6552.2,6511.0,6521.6,5480.0,7151756440.0,57380.0
2023-07-31 15:00:00,IM2308.CCFX,6521.4,6528.6,6508.2,6524.6,6787.0,8848608520.0,59432.0
2023-08-01 10:30:00,IM2308.CCFX,6518.6,6536.0,6497.2,6534.2,11115.0,14486089680.0,54692.0
2023-08-01 11:30:00,IM2308.CCFX,6534.6,6539.6,6514.0,6530.8,5473.0,7145170160.0,54398.0
2023-08-01 14:00:00,IM2308.CCFX,6529.8,6533.0,6508.0,6511.0,3616.0,4713319400.0,54642.0
2023-08-01 15:00:00,IM2308.CCFX,6511.0,6516.4,6502.0,6509.0,5729.0,7458073320.0,56027.0
2023-08-02 10:30:00,IM2308.CCFX,6501.6,6522.8,6491.2,6502.0,9277.0,12074867200.0,52094.0
2023-08-02 11:30:00,IM2308.CCFX,6501.4,6507.8,6480.6,6481.4,7872.0,10219474640.0,52430.0
2023-08-02 14:00:00,IM2308.CCFX,6482.0,6496.8,6472.6,6489.2,4545.0,5894112280.0,53560.0
